FIRSTLINE,이상해씨,이상해풀,이상해꽃,파이리,리자드,리자몽,꼬부기,어니부기,거북왕,캐터피,단데기,버터플,뿔충이,딱충이,독침붕,구구,피죤,피죤투,꼬렛,레트라,깨비참,깨비드릴조,아보,아보크,피카츄,라이츄,모래두지,고지,니드런♀,니드리나,니드퀸,니드런♂,니드리노,니드킹,삐삐,픽시,식스테일,나인테일,푸린,푸크린,주뱃,골뱃,뚜벅쵸,냄새꼬,라플레시아,파라스,파라섹트,콘팡,도나리,디그다,닥트리오,나옹,페르시온,고라파덕,골덕,망키,성원숭,가디,윈디,발챙이,슈륙챙이,강챙이,캐이시,윤겔라,후딘,알통몬,근육몬,괴력몬,모다피,우츠동,우츠보트,왕눈해,독파리,꼬마돌,데구리,딱구리,포니타,날쌩마,야돈,야도란,코일,레어코일,파오리,두두,두트리오,쥬쥬,쥬레곤,질퍽이,질뻐기,셀러,파르셀,고오스,고우스트,팬텀,롱스톤,슬리프,슬리퍼,크랩,킹크랩,찌리리공,붐볼,아라리,나시,탕구리,텅구리,시라소몬,홍수몬,내루미,또가스,또도가스,뿔카노,코뿌리,럭키,덩쿠리,캥카,쏘드라,시드라,콘치,왕콘치,별가사리,아쿠스타,마임맨,스라크,루주라,에레브,마그마,쁘사이저,켄타로스,잉어킹,갸라도스,라프라스,메타몽,이브이,샤미드,쥬피썬더,부스터,폴리곤,암나이트,암스타,투구,투구푸스,프테라,잠만보,프리져,썬더,파이어,미뇽,신뇽,망나뇽,뮤츠,뮤,치코리타,베이리프,메가니움,브케인,마그케인,블레이범,리아코,엘리게이,장크로다일,꼬리선,다꼬리,부우부,야부엉,레디바,레디안,페이검,아리아도스,크로뱃,초라기,랜턴,피츄,삐,푸푸린,토게피,토게틱,네이티,네이티오,메리프,보송송,전룡,아르코,마릴,마릴리,꼬지모,왕구리,통통코,두코,솜솜코,에이팜,해너츠,해루미,왕자리,우파,누오,에브이,블래키,니로우,야도킹,무우마,안농,마자용,키링키,피콘,쏘콘,노고치,글라이거,강철톤,블루,그랑블루,침바루,핫삼,단단지,헤라크로스,포푸니,깜지곰,링곰,마그마그,마그카르고,꾸꾸리,메꾸리,코산호,총어,대포무노,딜리버드,만타인,무장조,델빌,헬가,킹드라,코코리,코리갑,폴리곤2,노라키,루브도,배루키,카포에라,뽀뽀라,에레키드,마그비,밀탱크,해피너스,라이코,앤테이,스이쿤,애버라스,데기라스,마기라스,루기아,칠색조,세레비,나무지기,나무돌이,나무킹,아차모,영치코,번치코,물짱이,늪짱이,대짱이,포챠나,그라에나,지그제구리,직구리,개무소,실쿤,뷰티플라이,카스쿤,독케일,연꽃몬,로토스,로파파,도토링,잎새코,다탱구,테일로,스왈로,갈모매,패리퍼,랄토스,킬리아,가디안,비구술,비나방,버섯꼬,버섯모,게을로,발바로,게을킹,토중몬,아이스크,껍질몬,소곤룡,노공룡,폭음룡,마크탕,하리뭉,루리리,코코파스,에나비,델케티,깜까미,입치트,가보리,갱도라,보스로라,요가랑,요가램,썬더라이,썬더볼트,플러시,마이농,볼비트,네오비트,로젤리아,꼴깍몬,꿀꺽몬,샤프니아,샤크니아,고래왕자,고래왕,둔타,폭타,코터스,피그점프,피그킹,얼루기,톱치,비브라바,플라이곤,선인왕,밤선인,파비코,파비코리,쟝고,세비퍼,루나톤,솔록,미꾸리,메깅,가재군,가재장군,오뚝군,점토도리,릴링,릴리요,아노딥스,아말도,빈티나,밀로틱,캐스퐁,켈리몬,어둠대신,다크펫,해골몽,미라몽,트로피우스,치렁,앱솔,마자,눈꼬마,얼음귀신,대굴레오,씨레오,씨카이저,진주몽,헌테일,분홍장이,시라칸,사랑동이,아공이,쉘곤,보만다,메탕,메탕구,메타그로스,레지락,레지아이스,레지스틸,라티아스,라티오스,가이오가,그란돈,레쿠쟈,지라치,테오키스,모부기,수풀부기,토대부기,불꽃숭이,파이숭이,초염몽,팽도리,팽태자,엠페르트,찌르꼬,찌르버드,찌르호크,비버니,비버통,귀뚤뚜기,귀뚤톡크,꼬링크,럭시오,렌트라,꼬몽울,로즈레이드,두개도스,램펄드,방패톱스,바리톱스,도롱충이,도롱마담,나메일,세꿀버리,비퀸,파치리스,브이젤,플로젤,체리버,체리꼬,깝질무,트리토돈,겟핸보숭,흔들풍손,둥실라이드,이어롤,이어롭,무우마직,돈크로우,나옹마,몬냥이,랑딸랑,스컹뿡,스컹탱크,동미러,동탁군,꼬지지,흉내내,핑복,페라페,화강돌,딥상어동,한바이트,한카리아스,먹고자,리오르,루카리오,히포포타스,하마돈,스콜피,드래피온,삐딱구리,독개굴,무스틈니,형광어,네오라이트,타만타,눈쓰개,눈설왕,포푸니라,자포코일,내룸벨트,거대코뿌리,덩쿠림보,에레키블,마그마번,토게키스,메가자리,리피아,글레이시아,글라이온,맘모꾸리,폴리곤Z,엘레이드,대코파스,야느와르몽,눈여아,로토무,유크시,엠라이트,아그놈,디아루가,펄기아,히드런,레지기가스,기라티나,크레세리아,피오네,마나피,다크라이,쉐이미,아르세우스,멜탄,멜메탈,아머드 뮤츠
39,푸린,노말,페어리,80,41,251,452,310,413,517,620,672,724,1 km,50%,10%,막치기,14,매지컬샤인,34.3,속여때리기,11.1,매지컬샤인,34.3
40,푸크린,노말,페어리,156,90,295,236,825,1101,1376,1651,1789,1926,1 km,20%,6%,막치기,14,파괴광선,47.4,속여때리기,11.1,치근거리기,37.2
41,주뱃,독,비행,83,73,120,463,285,381,476,571,619,667,1 km,50%,20%,전광석화,10,에어컷터,26.7,전광석화,10,에어컷터,26.7
42,골뱃,독,비행,161,150,181,227,847,1129,1412,1694,1835,1976,1 km,20%,7%,날개치기,12,섀도볼,33.3,날개치기,12,섀도볼,33.3
43,뚜벅쵸,풀,독,131,112,128,343,526,702,877,1053,1141,1228,3 km,60%,15%,용해액,13.5,오물폭탄,41.7,잎날가르기,15.6,오물폭탄,41.7
44,냄새꼬,풀,독,153,136,155,277,720,960,1200,1441,1561,1681,3 km,30%,7%,용해액,13.5,오물폭탄,41.7,잎날가르기,15.6,오물폭탄,41.7
45,라플레시아,풀,독,202,167,181,117,1097,1462,1828,2194,2377,2559,3 km,15%,5%,잎날가르기,15.6,솔라빔,44.1,잎날가르기,15.6,솔라빔,44.1
46,파라스,벌레,풀,121,99,111,396,436,581,727,872,945,1018,3 km,40%,15%,벌레먹음,12,씨폭탄,31.4,벌레먹음,12,씨폭탄,31.4
47,파라섹트,벌레,풀,165,146,155,244,797,1062,1328,1594,1727,1859,3 km,20%,7%,연속자르기,9,솔라빔,44.1,벌레의저항,12,솔라빔,44.1
48,콘팡,벌레,독,100,100,155,401,430,573,717,860,932,1004,3 km,50%,15%,벌레먹음,12,시그널빔,31,염동력,12.5,시그널빔,31
49,도나리,벌레,독,179,143,172,204,892,1190,1487,1785,1934,2082,3 km,20%,7%,엉겨붙기,10.9,벌레의야단법석,29.2,염동력,12.5,벌레의야단법석,29.2
50,디그다,땅,NONE,109,78,67,460,289,386,483,579,628,676,3 km,50%,10%,진흙뿌리기,12.9,진흙폭탄,28.7,진흙뿌리기,12.9,구멍파기,25.5
51,닥트리오,땅,NONE,167,136,111,294,672,895,1119,1344,1455,1567,3 km,20%,6%,진흙뿌리기,12.9,지진,40,진흙뿌리기,12.9,지진,40
52,나옹,노말,NONE,92,78,120,421,320,427,534,641,695,748,3 km,50%,15%,할퀴기,14.4,속임수,35,할퀴기,14.4,깜짝베기,22.7
53,페르시온,노말,NONE,150,136,163,276,724,965,1206,1448,1568,1689,3 km,20%,7%,할퀴기,14.4,치근거리기,31,속여때리기,11.1,치근거리기,31
54,고라파덕,물,NONE,122,95,137,374,474,632,790,948,1027,1106,3 km,50%,10%,물대포,12,아쿠아테일,31.6,사념의박치기,10.9,아쿠아테일,31.6
55,골덕,물,NONE,191,162,190,135,1050,1400,1750,2100,2275,2450,3 km,20%,6%,염동력,12.5,하이드로펌프,47.3,염동력,12.5,하이드로펌프,47.3
56,망키,격투,NONE,148,82,120,360,499,665,832,998,1081,1164,3 km,50%,10%,태권당수,12,크로스촙,40,태권당수,12,크로스촙,40
57,성원숭,격투,NONE,207,138,163,170,980,1307,1634,1961,2124,2288,3 km,20%,6%,카운터,16,인파이트,52.2,카운터,16,인파이트,52.2
58,가디,불꽃,NONE,136,93,146,51,533,710,888,1066,1154,1243,3 km,30%,10%,불꽃세례,12,화염방사,38.2,불꽃세례,12,화염방사,38.2
59,윈디,불꽃,NONE,227,166,207,60,1298,1731,2164,2597,2813,3029,3 km,10%,6%,불꽃엄니,14.7,불대문자,40,바크아웃,10.9,불대문자,40
60,발챙이,물,NONE,101,82,120,434,355,473,592,710,769,829,3 km,50%,15%,거품,12,거품광선,28.4,거품,12,거품광선,28.4
61,슈륙챙이,물,NONE,130,123,163,307,608,811,1013,1216,1318,1419,3 km,25%,7%,거품,12,거품광선,28.4,거품,12,물의파동,26.3
62,강챙이,물,격투,182,184,207,113,1108,1477,1847,2216,2401,2586,3 km,12.5%,5%,거품,12,폭발펀치,40,거품,12,폭발펀치,40
63,캐이시,에스퍼,NONE,195,82,93,317,575,767,958,1150,1246,1342,3 km,50%,99%,사념의박치기,13.1,섀도볼,33.3,사념의박치기,13.1,섀도볼,33.3
64,윤겔라,에스퍼,NONE,232,117,120,209,882,1176,1471,1765,1912,2059,3 km,25%,7%,염동력,15,섀도볼,33.3,염동력,15,섀도볼,33.3
65,후딘,에스퍼,NONE,271,167,146,55,1310,1747,2184,2621,2839,3057,3 km,10%,5%,염동력,15,미래예지,53.3,염동력,15,섀도볼,33.3
66,알통몬,격투,NONE,137,82,172,329,548,730,913,1096,1187,1278,3 km,50%,10%,태권당수,12,크로스촙,40,바위깨기,13.8,크로스촙,40
67,근육몬,격투,NONE,177,125,190,219,870,1160,1451,1741,1886,2031,3 km,25%,7%,태권당수,12,폭발펀치,40,태권당수,12,폭발펀치,40
68,괴력몬,격투,NONE,234,159,207,56,1310,1746,2183,2620,2838,3056,3 km,10%,5%,카운터,16,폭발펀치,40,카운터,16,폭발펀치,40
69,모다피,풀,독,139,61,137,391,443,590,738,886,959,1033,3 km,50%,15%,덩굴채찍,14,파워휩,41.5,용해액,13.5,파워휩,41.5
70,우츠동,풀,독,172,92,163,288,690,921,1151,1381,1496,1611,3 km,25%,7%,용해액,13.5,파워휩,41.5,기관총,8.7,파워휩,41.5
71,우츠보트,풀,독,207,135,190,140,1042,1389,1736,2084,2257,2431,3 km,12.5%,5%,잎날가르기,15.6,솔라빔,44.1,잎날가르기,15.6,솔라빔,44.1
72,왕눈해,물,독,97,149,120,390,446,594,743,892,966,1040,3 km,50%,15%,거품,12,거품광선,28.4,거품,12,물의파동,26.3
73,독파리,물,독,166,209,190,141,1038,1384,1730,2076,2249,2422,3 km,20%,7%,독찌르기,15,하이드로펌프,47.3,독찌르기,15,하이드로펌프,47.3
74,꼬마돌,바위,땅,132,132,120,326,554,739,923,1108,1201,1293,1 km,50%,10%,돌떨구기,16,스톤샤워,35.6,돌떨구기,16,스톤샤워,35.6
75,데구리,바위,땅,164,164,146,239,813,1084,1355,1626,1762,1897,1 km,25%,7%,돌떨구기,16,스톤에지,52.2,진흙뿌리기,12.9,구멍파기,25.5
76,딱구리,바위,땅,211,198,190,71,1264,1685,2106,2528,2738,2949,1 km,12.5%,5%,돌떨구기,16,스톤에지,52.2,진흙뿌리기,12.9,지진,40
77,포니타,불꽃,NONE,170,127,137,273,727,969,1212,1455,1576,1697,3 km,40%,10%,불꽃세례,12,니트로차지,22.1,불꽃세례,12,니트로차지,22.1
78,날쌩마,불꽃,NONE,207,162,163,133,1054,1406,1757,2109,2285,2461,3 km,15%,6%,회오리불꽃,15.3,불대문자,40,회오리불꽃,15.3,불대문자,40
79,야돈,물,에스퍼,109,98,207,345,525,700,876,1051,1139,1226,3 km,50%,10%,염동력,15,사이코쇼크,28.9,염동력,15,사이코쇼크,28.9
80,야도란,물,에스퍼,177,180,216,122,1090,1454,1817,2181,2363,2545,3 km,20%,6%,염동력,15,사이코키네시스,42.9,염동력,15,냉동빔,27.3
81,코일,전기,강철,165,121,93,40,583,778,973,1167,1265,1362,3 km,50%,10%,전기쇼크,10,10만볼트,38.4,스파크,10.3,마그넷봄,30
82,레어코일,전기,강철,223,169,137,129,1065,1420,1775,2130,2308,2485,3 km,20%,6%,스파크,10.3,전자포,45.4,차지빔,8.7,마그넷봄,30
83,파오리,노말,비행,124,115,141,339,529,706,883,1059,1148,1236,3 km,30%,9%,에어슬래시,14,리프블레이드,29.2,에어슬래시,14,리프블레이드,29.2
84,두두,노말,비행,158,83,111,353,514,686,857,1029,1114,1200,3 km,50%,10%,전광석화,12,회전부리,31.3,쪼기,12,회전부리,31.3
85,두트리오,노말,비행,218,140,155,152,1012,1349,1687,2024,2193,2362,3 km,20%,6%,강철날개,13.8,회전부리,31.3,속여때리기,11.1,회전부리,31.3
86,쥬쥬,물,NONE,85,121,163,411,416,555,694,833,902,971,3 km,50%,9%,핥기,10,아쿠아테일,31.6,얼음뭉치,10,아쿠아테일,31.6
87,쥬레곤,물,얼음,139,177,207,225,851,1134,1418,1702,1843,1985,3 km,20%,6%,얼음숨결,13.3,눈보라,50.3,아이언테일,13.6,눈보라,50.3
88,질퍽이,독,NONE,135,90,190,311,589,785,981,1178,1276,1374,3 km,50%,10%,독찌르기,15,오물폭탄,41.7,진흙뿌리기,10.7,오물폭탄,41.7
89,질뻐기,독,NONE,190,172,233,94,1181,1575,1969,2363,2560,2757,3 km,20%,6%,독찌르기,15,더스트슈트,50.3,엉겨붙기,9.1,더스트슈트,50.3
90,셀러,물,NONE,116,134,102,380,463,617,771,926,1003,1080,3 km,50%,10%,몸통박치기,10,거품광선,28.4,얼음뭉치,10,물의파동,26.3
91,파르셀,물,얼음,186,256,137,120,1092,1455,1819,2184,2366,2547,3 km,20%,6%,얼음숨결,13.3,눈사태,40,얼음뭉치,12,눈사태,40
92,고오스,고스트,독,186,67,102,342,527,702,878,1054,1141,1229,3 km,40%,10%,핥기,12,오물폭탄,41.7,놀래키기,8.7,오물폭탄,41.7
93,고우스트,고스트,독,223,107,128,231,841,1121,1402,1683,1823,1963,3 km,20%,7%,섀도크루,15.4,오물폭탄,41.7,놀래키기,8.7,오물폭탄,41.7
94,팬텀,고스트,독,261,149,155,81,1233,1644,2055,2467,2672,2878,3 km,10%,5%,핥기,12,섀도볼,40,병상첨병,10,섀도볼,40
95,롱스톤,바위,땅,85,232,111,376,472,629,787,944,1023,1101,5 km,20%,9%,돌떨구기,16,스톤에지,52.2,돌떨구기,16,모래지옥,24
96,슬리프,에스퍼,NONE,89,136,155,389,446,594,743,892,966,1040,3 km,50%,10%,염동력,15,사이코쇼크,28.9,염동력,15,사이코쇼크,28.9
97,슬리퍼,에스퍼,NONE,144,193,198,202,895,1194,1493,1791,1941,2090,3 km,20%,6%,염동력,15,미래예지,53.3,염동력,15,미래예지,53.3
98,크랩,물,NONE,181,124,102,88,669,892,1115,1338,1449,1561,3 km,50%,15%,거품,12,거품광선,28.4,거품,12,물의파동,26.3
99,킹크랩,물,NONE,240,181,146,88,1212,1616,2020,2425,2627,2829,3 km,20%,7%,거품,12,물의파동,26.3,거품,12,물의파동,26.3
100,찌리리공,전기,NONE,109,111,120,397,432,577,721,865,937,1010,3 km,50%,10%,스파크,10.3,10만볼트,38.4,스파크,10.3,방전,31.2
101,붐볼,전기,NONE,173,173,155,199,899,1199,1499,1799,1949,2099,3 km,20%,6%,스파크,10.3,10만볼트,38.4,볼트체인지,10.4,10만볼트,38.4
102,아라리,풀,에스퍼,107,125,155,359,503,671,839,1007,1091,1175,3 km,50%,10%,염동력,15,씨폭탄,31.4,염동력,15,씨폭탄,31.4
103,나시,풀,에스퍼,233,149,216,61,1292,1722,2153,2584,2799,3014,3 km,20%,6%,신통력,13.1,솔라빔,44.1,신통력,13.1,솔라빔,44.1
104,탕구리,땅,NONE,90,144,137,394,436,582,728,873,946,1019,3 km,40%,10%,진흙뿌리기,12.9,구멍파기,25.5,진흙뿌리기,12.9,구멍파기,25.5
105,텅구리,땅,NONE,144,186,155,247,786,1048,1311,1573,1704,1835,3 km,15%,6%,진흙뿌리기,12.9,지진,40,진흙뿌리기,12.9,구멍파기,25.5
106,시라소몬,격투,NONE,224,181,137,115,1104,1472,1840,2208,2392,2576,5 km,20%,9%,안다리걸기,12,인파이트,52.2,바위깨기,13.8,인파이트,52.2
